City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
146,natal,-5.795,-35.2094,297.51,100,40,3.09,BR,1690423525
147,puerto cabezas,14.0351,-83.3888,299.15,85,100,3.84,NI,1690423682
148,queenstown,-31.8976,26.8753,282.6,88,55,1.8,ZA,1690423683
149,albany,42.6001,-73.9662,297.51,81,100,2.06,US,1690423066
150,lihue,21.9789,-159.3672,302.73,73,75,7.2,US,1690423532
151,hermanus,-34.4187,19.2345,284.92,83,0,2.86,ZA,1690423684
152,whangarei,-35.7317,174.3239,286.2,84,54,5.3,NZ,1690423684
153,nacala,-14.5428,40.6728,290.84,86,1,3.9,MZ,1690423684
154,yanchep,-31.55,115.6833,289.6,70,100,5.46,AU,1690423684
155,mahenge,-8.6833,36.7167,286.65,78,30,0.38,TZ,1690423685
156,flying fish cove,-10.4217,105.6791,298.97,83,100,5.14,CX,1690423685
157,kuanda,56.3161,116.0806,298.7,55,62,0.33,RU,1690423685
158,papatowai,-46.5619,169.4708,280.06,71,100,9.81,NZ,1690423521
159,gadzhiyevo,69.2551,33.3362,283.35,95,100,0.84,RU,1690423685
160,mezhdurechenskiy,59.6,65.9333,290.9,76,43,2.75,RU,1690423685
161,nagqu,31.5,92.0,280.62,68,100,0.6,CN,1690423686
162,ancud,-41.8697,-73.8203,281.12,91,100,2.21,CL,1690423686
163,tazovsky,67.4667,78.7,291.55,76,11,1.1,RU,1690423686
164,cidreira,-30.1811,-50.2056,288.67,82,74,7.14,BR,1690423686
165,suva,-18.1416,178.4415,292.86,94,100,3.09,FJ,1690423465
166,hastings,50.8552,0.5729,290.01,51,100,10.12,GB,1690423687
167,ribeira grande,38.5167,-28.7,296.36,96,42,2.68,PT,1690423687
168,carnarvon,-24.8667,113.6333,290.54,51,30,7.11,AU,1690423687
169,orem,40.2969,-111.6946,302.2,57,91,2.75,US,1690423427
170,saudarkrokur,65.7461,-19.6394,280.72,91,23,2.72,IS,1690423688
171,tateyama,34.9833,139.8667,301.26,76,12,4.17,JP,1690423688
172,okakarara,-20.5833,17.4333,284.24,36,28,1.15,NA,1690423689
173,puerto baquerizo moreno,-0.9,-89.6,297.28,80,99,5.35,EC,1690423689
174,bhimunipatnam,17.8833,83.4333,301.88,87,86,6.04,IN,1690423690
175,cartagena,10.3997,-75.5144,300.94,89,75,2.57,CO,1690423501
176,hirara,24.8,125.2833,305.07,74,75,11.32,JP,1690423690
177,tancitaro,19.3333,-102.3667,288.17,84,96,1.55,MX,1690423690
178,okhotsk,59.3833,143.3,290.56,83,96,1.02,RU,1690423690
179,salmon arm,50.6998,-119.3024,298.39,38,9,1.72,CA,1690423691
180,castillos,-34.1667,-53.8333,282.71,80,0,6.08,UY,1690423691
181,hamilton,39.1834,-84.5333,302.27,72,0,7.2,US,1690423527
182,tuy hoa,13.0833,109.3,304.31,63,91,7.65,VN,1690423692
183,mora,11.0461,14.1401,299.4,64,100,2.38,CM,1690423636
184,escanaba,45.7453,-87.0646,294.13,100,0,0.0,US,1690423692
185,crane,31.3974,-102.3501,305.4,28,14,6.85,US,1690423693
186,bykovo,55.6361,38.0803,290.38,100,0,2.0,RU,1690423693
187,muroto-misakicho,33.2833,134.15,301.55,75,100,1.94,JP,1690423693
188,fukuecho,32.6881,128.8419,301.68,77,8,3.27,JP,1690423694
189,san antonio de pale,-1.4014,5.6325,295.96,90,100,4.91,GQ,1690423694
190,kutum,14.2,24.6667,296.36,68,82,5.01,SD,1690423694
191,bel ombre,-4.6167,55.4167,298.21,84,97,6.74,SC,1690423694
192,chibougamau,49.9168,-74.3659,287.66,95,100,2.51,CA,1690423695
